2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:03.074  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.neuralnetworks.IDevice/nnapi-sample_sl_shim
2025-08-12 16:16:03.075  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.power.IPower/default
2025-08-12 16:16:03.075  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330338, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.076  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.power.stats.IPowerStats/default
2025-08-12 16:16:03.076  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330342, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.076  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.config.IRadioConfig/default
2025-08-12 16:16:03.077  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330347, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.077  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.data.IRadioData/slot1
2025-08-12 16:16:03.077  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330351, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.078  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.ims.IRadioIms/slot1
2025-08-12 16:16:03.078  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330355, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.079  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.ims.media.IImsMedia/default
2025-08-12 16:16:03.079  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330359, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.080  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.messaging.IRadioMessaging/slot1
2025-08-12 16:16:03.080  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330363, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.081  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.modem.IRadioModem/slot1
2025-08-12 16:16:03.081  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330367, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.081  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.network.IRadioNetwork/slot1
2025-08-12 16:16:03.081  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330371, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.082  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.sap.ISap/slot1
2025-08-12 16:16:03.082  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330375, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.082  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.sim.IRadioSim/slot1
2025-08-12 16:16:03.082  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330379, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.083  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.radio.voice.IRadioVoice/slot1
2025-08-12 16:16:03.083  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330383, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.084  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.rebootescrow.IRebootEscrow/default
2025-08-12 16:16:03.084  5181-5181  IPCThreadState          service                              E  Binder transaction failure. id: 330387, BR_*: 29201, error: -1 (Operation not permitted)
2025-08-12 16:16:03.087  5181-5181  service                 service                              W  Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: android.hardware.security.keymint.IRemotelyProvisionedComponent/default
